age,workclass,educational-num,marital-status,occupation,gender,capital-gain,capital-loss,hours-per-week,native-country,income
62,Private,4,Divorced,Handlers-cleaners,Male,0,0,40,Canada&USA,<=50K
35,Private,8,Separated,Machine-op-inspct,Female,0,0,40,Canada&USA,<=50K
39,Private,6,Married,Machine-op-inspct,Male,0,0,60,Canada&USA,<=50K
24,Private,10,Never-married,Adm-clerical,Male,0,0,20,Canada&USA,<=50K
58,Private,5,Divorced,Farming-fishing,Male,0,0,40,Canada&USA,<=50K
48,Private,9,Divorced,Sales,Male,0,0,40,Canada&USA,<=50K
57,Private,13,Married,Exec-managerial,Male,0,0,50,Canada&USA,>50K
31,Private,13,Married,Sales,Male,0,0,60,Canada&USA,<=50K
25,Private,9,Married,Sales,Male,0,0,40,Canada&USA,<=50K
34,Private,13,Married,Prof-specialty,Female,15024,0,36,Canada&USA,>50K
29,Self-emp-not-inc,4,Married,Farming-fishing,Male,0,0,72,Canada&USA,<=50K
38,Private,12,Divorced,Exec-managerial,Female,0,0,40,Canada&USA,<=50K
21,Private,10,Never-married,Other-service,Female,0,0,40,Canada&USA,<=50K
34,Self-emp-not-inc,9,Married,Farming-fishing,Male,0,0,70,Canada&USA,<=50K
50,Private,13,Never-married,Sales,Female,0,0,32,Canada&USA,<=50K
50,Private,9,Divorced,Prof-specialty,Female,0,0,40,Canada&USA,<=50K
49,Federal-gov,11,Divorced,Exec-managerial,Female,0,0,45,Canada&USA,<=50K
30,Private,13,Never-married,Prof-specialty,Male,0,0,70,Canada&USA,<=50K
29,State-gov,14,Married,Prof-specialty,Male,0,0,20,Asia,<=50K
22,State-gov,10,Never-married,Adm-clerical,Male,0,0,20,Canada&USA,<=50K
42,Private,9,Married,Transport-moving,Male,0,0,50,Canada&USA,<=50K
31,Private,10,Divorced,Other-service,Female,0,0,48,Canada&USA,<=50K
42,Self-emp-not-inc,13,Married,Prof-specialty,Male,0,0,21,Canada&USA,<=50K
20,Private,10,Never-married,Other-service,Male,0,0,20,Canada&USA,<=50K
50,Private,6,Married,Craft-repair,Male,0,0,40,Canada&USA,>50K
27,Self-emp-inc,5,Never-married,Craft-repair,Male,0,0,40,Canada&USA,<=50K
26,Private,7,Never-married,Other-service,Male,0,0,40,Canada&USA,<=50K
20,Private,10,Never-married,Protective-serv,Male,0,0,40,Europe,<=50K
51,Private,10,Married,Craft-repair,Male,0,0,40,Canada&USA,>50K
52,Private,9,Married,Machine-op-inspct,Male,0,0,40,Canada&USA,<=50K
33,Private,9,Divorced,Adm-clerical,Male,0,0,38,Canada&USA,<=50K
31,Private,13,Married,Adm-clerical,Male,0,0,60,Asia,<=50K
24,Private,10,Married,Other-service,Female,0,0,40,Canada&USA,<=50K
56,Private,13,Married,Machine-op-inspct,Male,0,0,40,Canada&USA,<=50K
29,Private,7,Married,Craft-repair,Male,3942,0,50,Canada&USA,<=50K
18,Private,9,Never-married,Sales,Female,1055,0,30,Canada&USA,<=50K
43,Private,10,Married,Machine-op-inspct,Male,0,0,50,Canada&USA,<=50K
43,State-gov,16,Married,Prof-specialty,Male,25236,0,64,Canada&USA,>50K
21,Private,9,Married,Adm-clerical,Male,0,0,40,Canada&USA,<=50K
51,Private,9,Married,Adm-clerical,Female,0,0,40,Canada&USA,<=50K
41,Private,10,Married,Transport-moving,Male,0,0,65,Canada&USA,>50K
45,State-gov,10,Married,Prof-specialty,Male,0,0,40,Canada&USA,>50K
20,Private,9,Never-married,Other-service,Female,0,0,30,Canada&USA,<=50K
28,Private,13,Married,Exec-managerial,Female,0,0,60,Canada&USA,>50K
50,Local-gov,14,Married,Prof-specialty,Female,15024,0,40,Canada&USA,>50K
47,Private,13,Divorced,Craft-repair,Male,0,0,40,Canada&USA,<=50K
80,Self-emp-not-inc,4,Widowed,Farming-fishing,Male,0,0,35,Canada&USA,<=50K
47,Self-emp-not-inc,9,Married,Adm-clerical,Female,0,0,35,Asia,<=50K
45,Private,9,Married,Sales,Male,0,0,50,Canada&USA,<=50K
17,Private,7,Never-married,Handlers-cleaners,Male,0,0,12,Canada&USA,<=50K
37,Private,9,Married,Craft-repair,Male,0,0,50,Canada&USA,<=50K
27,Private,10,Never-married,Machine-op-inspct,Female,0,0,40,Canada&USA,<=50K
17,Private,8,Never-married,Other-service,Male,0,0,16,Canada&USA,<=50K
18,Self-emp-not-inc,9,Never-married,Farming-fishing,Male,0,0,40,Canada&USA,<=50K
57,Private,9,Married,Handlers-cleaners,Male,0,0,40,Canada&USA,<=50K
26,Private,9,Separated,Adm-clerical,Female,0,0,40,Canada&USA,<=50K
26,Private,14,Never-married,Exec-managerial,Female,0,0,40,Canada&USA,<=50K
36,Self-emp-not-inc,13,Married,Prof-specialty,Male,0,0,45,Canada&USA,>50K
51,Private,9,Married,Farming-fishing,Male,0,0,80,Canada&USA,>50K
38,Private,10,Never-married,Other-service,Male,0,0,40,Canada&USA,<=50K
51,Private,9,Never-married,Craft-repair,Male,0,0,40,Canada&USA,>50K
24,Private,7,Never-married,Handlers-cleaners,Male,0,0,40,Canada&USA,<=50K
35,Private,9,Divorced,Farming-fishing,Male,0,0,65,Canada&USA,<=50K
51,Self-emp-inc,13,Married,Exec-managerial,Male,15024,0,40,Canada&USA,>50K
28,Private,13,Married,Exec-managerial,Male,0,0,40,Canada&USA,>50K
37,Private,9,Married,Transport-moving,Male,0,0,40,Canada&USA,<=50K
43,Private,9,Married,Exec-managerial,Male,0,0,40,Canada&USA,<=50K
23,Private,9,Never-married,Handlers-cleaners,Male,0,0,30,Canada&USA,<=50K
42,Private,13,Married,Sales,Female,0,0,40,Center & South America,<=50K
58,Private,10,Married,Adm-clerical,Female,0,0,40,Canada&USA,>50K
52,Local-gov,9,Married,Other-service,Female,0,0,20,Canada&USA,<=50K
29,Private,9,Divorced,Sales,Female,0,0,50,Canada&USA,<=50K
27,Private,10,Married,Craft-repair,Male,0,0,60,Canada&USA,<=50K
28,Private,10,Never-married,Adm-clerical,Female,0,0,40,Center & South America,<=50K
59,Private,12,Married,Craft-repair,Male,7298,0,20,Canada&USA,>50K
28,Private,9,Never-married,Handlers-cleaners,Male,0,0,40,Canada&USA,<=50K
24,Private,10,Never-married,Craft-repair,Male,0,0,40,Canada&USA,<=50K
20,Private,6,Married,Handlers-cleaners,Male,0,0,40,Canada&USA,<=50K
54,Private,13,Married,Exec-managerial,Male,0,0,40,Canada&USA,>50K
65,Private,9,Divorced,Other-service,Male,0,0,25,Canada&USA,<=50K
38,Private,10,Married,Craft-repair,Male,0,0,40,Canada&USA,>50K
29,Private,9,Married,Machine-op-inspct,Male,0,0,40,Canada&USA,<=50K
27,Private,9,Never-married,Adm-clerical,Female,0,0,40,Canada&USA,<=50K
36,Private,14,Married,Other-service,Male,0,0,40,Canada&USA,<=50K
55,State-gov,9,Married,Protective-serv,Male,0,0,40,Canada&USA,<=50K
22,Private,3,Never-married,Machine-op-inspct,Male,0,0,30,Center & South America,<=50K
28,Private,13,Never-married,Prof-specialty,Female,0,0,40,Canada&USA,<=50K
20,Private,10,Never-married,Sales,Female,0,0,30,Canada&USA,<=50K
24,Private,13,Married,Prof-specialty,Male,3908,0,40,Canada&USA,<=50K
36,Private,14,Married,Exec-managerial,Male,15024,0,50,Canada&USA,>50K
68,Self-emp-inc,9,Married,Sales,Male,0,0,40,Canada&USA,<=50K
49,Self-emp-not-inc,9,Divorced,Sales,Male,0,0,50,Canada&USA,>50K
18,Private,4,Never-married,Machine-op-inspct,Male,0,0,40,Canada&USA,<=50K
50,Self-emp-not-inc,16,Divorced,Prof-specialty,Female,0,0,60,Canada&USA,>50K
37,Private,8,Separated,Priv-house-serv,Female,0,0,40,Canada&USA,<=50K
60,Private,14,Married,Exec-managerial,Male,0,0,50,Canada&USA,>50K
43,Private,10,Married,Craft-repair,Male,0,0,40,Canada&USA,<=50K
43,Self-emp-inc,16,Married,Prof-specialty,Female,0,0,70,Canada&USA,>50K
17,Private,7,Never-married,Priv-house-serv,Female,0,0,9,Canada&USA,<=50K
43,Private,10,Never-married,Exec-managerial,Female,0,0,50,Canada&USA,<=50K
21,Self-emp-not-inc,10,Never-married,Adm-clerical,Female,0,0,15,Canada&USA,<=50K
48,Self-emp-not-inc,10,Married,Farming-fishing,Male,7298,0,60,Canada&USA,>50K
56,Private,13,Never-married,Exec-managerial,Male,14084,0,45,Canada&USA,>50K
21,Private,12,Never-married,Other-service,Female,0,0,30,Canada&USA,<=50K
28,Local-gov,12,Married,Protective-serv,Male,0,0,40,Asia,>50K
39,Self-emp-not-inc,9,Married,Craft-repair,Male,0,0,40,Canada&USA,>50K
40,Private,4,Married,Sales,Male,4064,0,40,Canada&USA,<=50K
38,Local-gov,12,Never-married,Prof-specialty,Male,0,0,40,Canada&USA,<=50K
59,Private,10,Married,Prof-specialty,Male,0,0,36,Canada&USA,>50K
51,Federal-gov,9,Married,Tech-support,Male,0,0,40,Canada&USA,<=50K
19,Private,9,Never-married,Handlers-cleaners,Male,0,0,16,Canada&USA,<=50K
23,Private,9,Never-married,Machine-op-inspct,Female,0,0,40,Canada&USA,<=50K
31,Private,13,Divorced,Prof-specialty,Female,0,0,40,Canada&USA,<=50K
42,Private,12,Married,Prof-specialty,Male,0,0,40,Canada&USA,<=50K
43,Private,9,Married,Craft-repair,Male,0,0,40,Canada&USA,>50K
45,Private,10,Married,Craft-repair,Male,0,0,55,Canada&USA,>50K
34,Private,10,Married,Machine-op-inspct,Male,0,0,35,Canada&USA,<=50K
21,Private,9,Never-married,Machine-op-inspct,Male,0,0,30,Canada&USA,<=50K
34,Private,10,Married,Exec-managerial,Male,0,0,40,Canada&USA,>50K
55,Self-emp-inc,10,Married,Sales,Male,0,0,40,Canada&USA,>50K
30,Private,11,Never-married,Prof-specialty,Female,0,0,40,Canada&USA,<=50K
29,Private,9,Married,Machine-op-inspct,Male,3137,0,48,Europe,<=50K
19,Private,10,Never-married,Adm-clerical,Female,0,0,20,Canada&USA,<=50K
45,Self-emp-not-inc,13,Divorced,Prof-specialty,Male,0,0,35,Canada&USA,<=50K
42,Private,13,Married,Other-service,Male,0,0,72,Asia,>50K
32,Private,13,Never-married,Sales,Female,0,1590,40,Canada&USA,<=50K
90,Self-emp-not-inc,10,Married,Farming-fishing,Male,0,0,40,Canada&USA,<=50K
44,State-gov,13,Married,Protective-serv,Male,0,0,44,Canada&USA,>50K
34,Self-emp-not-inc,9,Married,Prof-specialty,Male,0,0,40,Canada&USA,>50K
35,Private,8,Separated,Other-service,Female,0,0,30,Canada&USA,<=50K
39,Self-emp-not-inc,10,Never-married,Craft-repair,Male,0,0,25,Canada&USA,<=50K
29,Private,13,Never-married,Prof-specialty,Male,0,0,40,Canada&USA,<=50K
24,Private,9,Never-married,Other-service,Female,0,0,32,Canada&USA,<=50K
49,Private,10,Married,Other-service,Male,0,0,17,Canada&USA,<=50K
54,Private,13,Married,Exec-managerial,Male,15024,0,60,Center & South America,>50K
31,Private,5,Divorced,Transport-moving,Male,0,0,40,Canada&USA,<=50K
44,Private,10,Divorced,Exec-managerial,Female,0,0,50,Canada&USA,<=50K
27,Self-emp-not-inc,9,Married,Sales,Male,0,0,40,Canada&USA,<=50K
24,Private,9,Never-married,Handlers-cleaners,Male,0,0,40,Canada&USA,<=50K
30,Private,9,Married,Handlers-cleaners,Male,0,0,60,Canada&USA,<=50K
27,Private,10,Divorced,Exec-managerial,Female,0,0,40,Canada&USA,<=50K
34,State-gov,13,Married,Adm-clerical,Male,0,0,20,Europe,<=50K
25,State-gov,10,Married,Exec-managerial,Female,0,0,19,Canada&USA,<=50K
39,Private,9,Divorced,Exec-managerial,Female,0,0,40,Canada&USA,<=50K
28,Private,10,Married,Tech-support,Male,0,0,40,Canada&USA,>50K
51,Self-emp-not-inc,9,Married,Craft-repair,Male,0,0,70,Canada&USA,<=50K
33,Private,10,Never-married,Sales,Male,0,0,26,Center & South America,<=50K
27,Private,11,Never-married,Handlers-cleaners,Female,0,0,38,Canada&USA,<=50K
29,Private,9,Never-married,Exec-managerial,Male,0,0,40,Canada&USA,<=50K
33,State-gov,6,Married,Handlers-cleaners,Male,0,0,40,Canada&USA,<=50K
37,Private,9,Married,Sales,Male,0,0,50,Canada&USA,>50K
20,Private,9,Never-married,Handlers-cleaners,Male,0,0,40,Canada&USA,<=50K
24,Private,13,Never-married,Exec-managerial,Female,0,0,40,Canada&USA,<=50K
29,Private,9,Never-married,Other-service,Female,0,0,35,Canada&USA,<=50K
31,Private,13,Married,Exec-managerial,Male,0,2246,45,Canada&USA,>50K
41,Private,10,Married,Craft-repair,Male,0,0,40,Canada&USA,<=50K
42,Self-emp-not-inc,10,Married,Craft-repair,Male,0,0,40,Canada&USA,<=50K
20,Private,10,Never-married,Sales,Female,0,0,30,Canada&USA,<=50K
54,Private,5,Separated,Craft-repair,Male,0,0,40,Canada&USA,<=50K
55,Private,13,Married,Craft-repair,Female,0,0,55,Europe,<=50K
21,Private,9,Married,Handlers-cleaners,Male,0,0,32,Canada&USA,<=50K
52,Private,11,Married,Exec-managerial,Male,0,1977,45,Canada&USA,>50K
19,Private,9,Never-married,Adm-clerical,Male,0,0,40,Canada&USA,<=50K
33,Private,11,Married,Craft-repair,Male,0,0,40,Canada&USA,<=50K
22,Private,9,Separated,Other-service,Female,0,0,35,Canada&USA,<=50K
59,Private,9,Never-married,Exec-managerial,Female,0,625,38,Canada&USA,<=50K
31,Private,8,Never-married,Sales,Male,0,0,32,Canada&USA,<=50K
74,Self-emp-not-inc,9,Married,Sales,Male,0,0,40,Canada&USA,>50K
45,Private,6,Divorced,Other-service,Female,0,0,40,Canada&USA,<=50K
36,Private,9,Never-married,Adm-clerical,Female,0,0,40,Canada&USA,<=50K
35,Self-emp-inc,10,Divorced,Exec-managerial,Male,0,0,60,Canada&USA,<=50K
45,Private,10,Divorced,Craft-repair,Male,0,0,40,Canada&USA,<=50K
42,Self-emp-not-inc,9,Never-married,Farming-fishing,Male,0,0,85,Canada&USA,<=50K
50,State-gov,14,Divorced,Prof-specialty,Female,0,0,40,Canada&USA,<=50K
39,Private,9,Divorced,Exec-managerial,Female,0,0,40,Canada&USA,<=50K
44,Private,10,Separated,Exec-managerial,Male,0,1980,45,Europe,<=50K
52,Private,2,Married,Farming-fishing,Male,0,0,56,Center & South America,>50K
24,Private,13,Never-married,Prof-specialty,Male,0,0,43,Canada&USA,<=50K
56,Self-emp-inc,5,Married,Transport-moving,Male,0,0,99,Canada&USA,<=50K
27,Private,9,Married,Machine-op-inspct,Male,0,0,50,Canada&USA,>50K
47,Self-emp-inc,13,Married,Exec-managerial,Male,0,1902,45,Canada&USA,>50K
40,Self-emp-not-inc,15,Married,Prof-specialty,Male,0,1977,60,Canada&USA,>50K
38,Private,9,Never-married,Prof-specialty,Male,0,0,40,Canada&USA,<=50K
27,Private,11,Divorced,Sales,Female,0,0,40,Canada&USA,<=50K
52,Private,9,Divorced,Adm-clerical,Female,0,0,38,Canada&USA,<=50K
22,Private,9,Divorced,Sales,Male,0,0,40,Canada&USA,<=50K
41,Private,10,Married,Craft-repair,Male,0,0,40,Europe,<=50K
30,Private,9,Divorced,Adm-clerical,Female,0,0,20,Canada&USA,<=50K
55,Private,13,Married,Other-service,Male,0,0,35,Asia,<=50K
25,Private,10,Never-married,Adm-clerical,Male,0,1590,40,Canada&USA,<=50K
32,Private,13,Married,Prof-specialty,Male,0,0,40,Canada&USA,<=50K
28,Private,10,Separated,Other-service,Female,0,0,60,Canada&USA,<=50K
33,Self-emp-inc,9,Married,Exec-managerial,Male,0,0,50,Canada&USA,<=50K
17,Private,9,Never-married,Farming-fishing,Male,0,0,40,Canada&USA,<=50K
27,Private,9,Married,Transport-moving,Male,0,0,40,Canada&USA,<=50K
55,Private,11,Married,Machine-op-inspct,Male,0,0,20,Canada&USA,<=50K
63,Federal-gov,10,Married,Tech-support,Male,0,0,18,Canada&USA,>50K
39,Private,9,Married,Other-service,Female,5013,0,40,Canada&USA,<=50K
51,Federal-gov,16,Married,Prof-specialty,Male,4386,0,52,Canada&USA,>50K
67,Self-emp-not-inc,4,Married,Craft-repair,Male,0,0,40,Canada&USA,<=50K
27,Private,9,Widowed,Craft-repair,Female,0,1594,26,Canada&USA,<=50K
54,Private,14,Married,Exec-managerial,Male,0,0,45,Canada&USA,>50K
59,Private,6,Married,Transport-moving,Male,0,0,40,Canada&USA,>50K
18,Private,9,Never-married,Adm-clerical,Female,0,0,25,Canada&USA,<=50K
19,Private,9,Never-married,Craft-repair,Male,0,0,20,Canada&USA,<=50K
31,Private,9,Married,Machine-op-inspct,Male,0,0,50,Canada&USA,<=50K
17,Private,7,Never-married,Other-service,Female,0,0,7,Canada&USA,<=50K
42,Private,9,Married,Tech-support,Male,15024,0,40,Canada&USA,>50K
37,Private,10,Married,Prof-specialty,Female,0,0,30,Canada&USA,<=50K
51,Local-gov,9,Married,Craft-repair,Male,0,0,40,Canada&USA,<=50K
48,Private,9,Never-married,Adm-clerical,Female,2463,0,40,Canada&USA,<=50K
23,Private,9,Never-married,Transport-moving,Male,0,0,40,Canada&USA,<=50K
27,Private,11,Married,Sales,Male,0,0,45,Canada&USA,<=50K
25,Private,9,Never-married,Handlers-cleaners,Male,0,0,40,Canada&USA,<=50K
69,Private,12,Divorced,Adm-clerical,Female,2964,0,6,Europe,<=50K
30,Private,13,Never-married,Exec-managerial,Male,0,0,44,Canada&USA,<=50K
33,Private,9,Married,Handlers-cleaners,Male,0,0,35,Asia,<=50K
28,Private,9,Never-married,Handlers-cleaners,Male,0,0,48,Canada&USA,<=50K
45,Private,3,Married,Machine-op-inspct,Male,0,0,40,Center & South America,<=50K
25,Private,10,Never-married,Adm-clerical,Male,0,0,15,Canada&USA,<=50K
37,Private,11,Married,Craft-repair,Male,0,0,45,Canada&USA,>50K
59,Private,1,Never-married,Machine-op-inspct,Male,0,0,40,Center & South America,<=50K
26,Private,9,Never-married,Other-service,Female,0,0,30,Canada&USA,<=50K
48,Private,10,Separated,Other-service,Female,0,0,25,Center & South America,<=50K
64,Federal-gov,9,Married,Adm-clerical,Male,0,0,40,Canada&USA,<=50K
39,Private,13,Married,Tech-support,Male,0,0,50,Canada&USA,<=50K
24,Private,13,Never-married,Adm-clerical,Male,0,0,40,Canada&USA,<=50K
40,State-gov,14,Never-married,Exec-managerial,Female,0,0,35,Canada&USA,<=50K
46,Private,14,Married,Exec-managerial,Male,0,0,70,Canada&USA,>50K
35,Federal-gov,10,Married,Protective-serv,Male,0,0,40,Canada&USA,>50K
43,Private,9,Married,Adm-clerical,Female,0,0,40,Canada&USA,>50K
31,Private,9,Separated,Transport-moving,Male,0,0,40,Canada&USA,<=50K
22,Private,10,Never-married,Adm-clerical,Female,0,0,25,Canada&USA,<=50K
35,Private,10,Never-married,Other-service,Male,0,0,30,Canada&USA,<=50K
35,Private,9,Separated,Transport-moving,Male,0,0,50,Canada&USA,<=50K
35,State-gov,10,Divorced,Tech-support,Female,0,0,40,Canada&USA,<=50K
40,Private,15,Married,Prof-specialty,Male,0,0,40,Canada&USA,>50K
50,Private,14,Never-married,Prof-specialty,Female,0,0,40,Canada&USA,<=50K
48,Self-emp-not-inc,15,Divorced,Prof-specialty,Male,14084,0,63,Canada&USA,>50K
46,Private,9,Divorced,Adm-clerical,Female,0,0,40,Canada&USA,<=50K
36,Private,9,Divorced,Machine-op-inspct,Female,0,0,38,Canada&USA,<=50K
37,State-gov,13,Married,Prof-specialty,Male,0,0,36,Canada&USA,>50K
24,Private,5,Married,Sales,Male,0,0,45,Center & South America,<=50K
47,Local-gov,13,Separated,Prof-specialty,Female,0,0,70,Canada&USA,<=50K
35,Self-emp-not-inc,9,Divorced,Craft-repair,Male,0,0,50,Canada&USA,<=50K
43,Private,13,Married,Adm-clerical,Male,0,0,40,Asia,<=50K
18,State-gov,7,Never-married,Other-service,Male,0,0,20,Canada&USA,<=50K
54,Private,9,Married,Other-service,Male,0,0,50,Canada&USA,<=50K
62,Private,9,Never-married,Other-service,Female,0,0,38,Canada&USA,<=50K
36,Private,13,Married,Craft-repair,Male,0,0,48,Canada&USA,>50K
27,Private,5,Married,Farming-fishing,Male,0,0,40,Canada&USA,<=50K
23,Private,10,Never-married,Adm-clerical,Male,0,0,14,Center & South America,<=50K
33,Self-emp-not-inc,3,Married,Craft-repair,Male,0,0,50,Canada&USA,>50K
28,Private,2,Never-married,Machine-op-inspct,Female,0,0,40,Center & South America,<=50K
22,Private,9,Never-married,Adm-clerical,Male,0,0,20,Canada&USA,<=50K
31,Self-emp-not-inc,11,Married,Farming-fishing,Male,0,0,60,Canada&USA,>50K
26,Private,13,Never-married,Other-service,Male,0,0,30,Canada&USA,<=50K
44,Private,13,Divorced,Exec-managerial,Male,0,0,50,Canada&USA,>50K
73,Private,13,Married,Prof-specialty,Male,0,0,30,Canada&USA,<=50K
44,Private,13,Divorced,Sales,Female,0,0,35,Canada&USA,<=50K
35,Private,11,Divorced,Exec-managerial,Male,0,0,45,Canada&USA,<=50K
27,Private,13,Never-married,Adm-clerical,Female,0,0,40,Canada&USA,<=50K
47,Federal-gov,13,Married,Protective-serv,Male,0,0,50,Canada&USA,>50K
29,Private,9,Married,Craft-repair,Male,0,0,45,Canada&USA,>50K
33,Private,10,Married,Other-service,Female,0,0,26,Canada&USA,<=50K
50,Private,10,Divorced,Other-service,Female,0,0,15,Canada&USA,<=50K
32,Private,9,Married,Handlers-cleaners,Male,2829,0,40,Canada&USA,<=50K
41,Self-emp-not-inc,14,Divorced,Handlers-cleaners,Male,0,0,40,Center & South America,<=50K
45,Private,9,Married,Sales,Male,0,0,60,Canada&USA,>50K
65,Private,9,Widowed,Adm-clerical,Female,0,810,36,Canada&USA,<=50K
42,State-gov,10,Separated,Tech-support,Female,0,0,40,Canada&USA,<=50K
33,Self-emp-not-inc,13,Married,Prof-specialty,Male,0,0,25,Canada&USA,>50K
32,Private,13,Married,Sales,Male,99999,0,60,Canada&USA,>50K
42,Private,10,Married,Prof-specialty,Male,0,0,40,Canada&USA,>50K
49,Private,10,Separated,Exec-managerial,Female,0,0,45,Canada&USA,>50K
38,Private,9,Married,Protective-serv,Male,0,0,45,Canada&USA,<=50K
38,Private,10,Married,Exec-managerial,Male,0,0,50,Canada&USA,<=50K
37,Private,10,Married,Craft-repair,Male,0,0,52,Canada&USA,<=50K
24,Private,10,Never-married,Machine-op-inspct,Male,0,0,30,Canada&USA,<=50K
27,Self-emp-not-inc,10,Never-married,Sales,Male,0,0,50,Canada&USA,<=50K
25,Private,5,Married,Adm-clerical,Female,0,0,40,Asia,<=50K
29,Private,9,Married,Sales,Male,0,0,50,Canada&USA,<=50K
46,Private,9,Married,Transport-moving,Male,0,0,70,Canada&USA,<=50K
44,Self-emp-inc,9,Married,Transport-moving,Male,0,0,96,Canada&USA,<=50K
26,Private,13,Never-married,Sales,Female,0,0,40,Center & South America,<=50K
46,Local-gov,12,Married,Protective-serv,Male,0,0,49,Canada&USA,>50K
38,Private,10,Separated,Exec-managerial,Male,0,0,40,Canada&USA,<=50K
38,Private,10,Married,Craft-repair,Male,0,0,40,Canada&USA,<=50K
22,State-gov,13,Married,Exec-managerial,Male,0,0,20,Canada&USA,<=50K
33,Private,10,Divorced,Sales,Male,0,0,40,Canada&USA,<=50K
50,Private,12,Divorced,Adm-clerical,Male,0,0,40,Canada&USA,<=50K
31,Local-gov,9,Married,Protective-serv,Male,0,0,41,Canada&USA,>50K
26,Self-emp-not-inc,10,Never-married,Prof-specialty,Female,0,0,4,Center & South America,<=50K
42,Private,10,Married,Handlers-cleaners,Male,0,0,38,Canada&USA,<=50K
27,Private,9,Married,Craft-repair,Male,0,0,40,Canada&USA,<=50K
34,Private,14,Married,Prof-specialty,Male,0,0,45,Canada&USA,>50K
64,Private,9,Married,Protective-serv,Male,0,0,40,Canada&USA,<=50K
43,Private,10,Married,Craft-repair,Male,0,0,40,Canada&USA,<=50K
39,Private,9,Married,Craft-repair,Male,0,0,40,Canada&USA,<=50K
47,Self-emp-not-inc,15,Never-married,Prof-specialty,Male,0,0,40,Canada&USA,>50K
56,Private,14,Never-married,Prof-specialty,Male,0,0,66,Canada&USA,<=50K
25,Local-gov,14,Never-married,Prof-specialty,Male,0,0,20,Canada&USA,<=50K
60,State-gov,13,Divorced,Exec-managerial,Female,0,0,35,Canada&USA,<=50K
52,Private,9,Married,Sales,Male,0,0,44,Canada&USA,<=50K
43,Private,9,Divorced,Handlers-cleaners,Male,594,0,16,Canada&USA,<=50K
46,Private,13,Never-married,Adm-clerical,Female,0,0,40,Asia,<=50K
19,Private,10,Never-married,Adm-clerical,Female,0,0,30,Canada&USA,<=50K
56,Private,4,Never-married,Farming-fishing,Female,0,0,20,Canada&USA,<=50K
22,Private,13,Never-married,Prof-specialty,Male,0,0,40,Canada&USA,<=50K
39,Private,3,Separated,Sales,Female,0,0,30,Center & South America,<=50K
28,Private,10,Divorced,Prof-specialty,Male,0,0,40,Canada&USA,<=50K
31,Private,13,Married,Sales,Male,0,0,50,Canada&USA,>50K
22,Private,9,Never-married,Other-service,Female,0,0,35,Canada&USA,<=50K
39,Private,13,Married,Exec-managerial,Male,0,0,40,Canada&USA,>50K
28,Self-emp-not-inc,7,Never-married,Craft-repair,Male,0,0,40,Center & South America,<=50K
31,Private,9,Never-married,Adm-clerical,Female,0,0,35,Center & South America,<=50K
50,Private,13,Married,Sales,Male,0,0,40,Canada&USA,<=50K
34,Private,9,Married,Craft-repair,Male,3908,0,46,Canada&USA,<=50K
48,Private,9,Married,Adm-clerical,Female,0,0,40,Europe,>50K
51,Private,13,Divorced,Adm-clerical,Female,0,0,40,Canada&USA,<=50K
54,Private,9,Married,Sales,Male,0,0,40,Canada&USA,<=50K
44,Private,11,Divorced,Transport-moving,Male,0,0,40,Canada&USA,<=50K
20,Private,10,Never-married,Sales,Female,0,0,20,Canada&USA,<=50K
37,Private,9,Married,Other-service,Male,0,0,40,Canada&USA,<=50K
38,Private,10,Married,Prof-specialty,Male,0,0,40,Canada&USA,<=50K
59,Federal-gov,12,Married,Farming-fishing,Male,0,0,40,Canada&USA,<=50K
59,Self-emp-not-inc,13,Married,Prof-specialty,Male,0,0,50,Canada&USA,<=50K
51,Private,10,Divorced,Craft-repair,Male,0,0,48,Canada&USA,>50K
29,Private,10,Married,Prof-specialty,Male,0,0,40,Canada&USA,<=50K
37,Private,10,Never-married,Machine-op-inspct,Female,0,0,40,Canada&USA,<=50K
42,Private,6,Married,Craft-repair,Male,0,0,35,Canada&USA,<=50K
28,Self-emp-inc,13,Married,Prof-specialty,Male,0,0,50,Canada&USA,>50K
34,Private,9,Never-married,Sales,Female,0,0,40,Canada&USA,<=50K
50,Self-emp-not-inc,13,Married,Exec-managerial,Male,0,0,40,Europe,>50K
22,Self-emp-inc,9,Never-married,Machine-op-inspct,Male,0,0,24,Canada&USA,<=50K
27,Private,9,Never-married,Other-service,Female,0,0,52,Canada&USA,<=50K
45,State-gov,15,Divorced,Prof-specialty,Female,0,0,43,Canada&USA,<=50K
39,Private,9,Divorced,Adm-clerical,Female,0,0,38,Canada&USA,<=50K
25,Local-gov,13,Never-married,Prof-specialty,Female,0,0,35,Canada&USA,<=50K
24,Self-emp-inc,13,Married,Exec-managerial,Male,0,0,40,Canada&USA,>50K
18,Private,9,Never-married,Machine-op-inspct,Female,0,0,30,Canada&USA,<=50K
23,Private,8,Never-married,Other-service,Male,0,0,38,Canada&USA,<=50K
20,Private,3,Never-married,Other-service,Male,0,0,40,Center & South America,<=50K
17,Self-emp-not-inc,6,Never-married,Other-service,Female,0,0,24,Canada&USA,<=50K
63,Self-emp-inc,13,Married,Farming-fishing,Male,0,0,40,Canada&USA,>50K
28,Local-gov,13,Married,Handlers-cleaners,Male,0,0,65,Canada&USA,>50K
